	Gene	BaseMean	Log2FoldChange	lfcMLE	lfcSE	stat	p-value	padj	GO_molecular_function	GO_biological_process	category
1107	CG30373	2902.08756180549	-0.549077482180078	-0.561168684219285	0.171740542387502	-3.19713373759577	0.00138800557023481	0.0161224112715902			uncharacterized
1108	P5CDh1	8027.58459956123	-0.479515125713406	-0.487492855468354	0.150071239010985	-3.1952499950927	0.00139709765798056	0.0162133876088457	proline metabolic process;glutamate biosynthetic process;oxidation-reduction process;proline biosynthetic process;mitochondrion organization	1-pyrroline-5-carboxylate dehydrogenase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	redox
1109	pirk	468.319723551589	1.56367834997772	2.00696049534505	0.489516521653402	3.19433212324726	0.00140154773673492	0.016250377812413	receptor binding;protein binding	negative regulation of immune response;negative regulation of peptidoglycan recognition protein signaling pathway;response to symbiotic bacterium;negative regulation of innate immune response	defense
1110	CG4702	41615.9220291499	1.33816705537521	1.56965866208176	0.419097447460744	3.19297352795392	0.00140815855039778	0.0163123317224298			uncharacterized
1111	amd	2043.88897715815	1.56703514277443	2.01582870547262	0.490967137354365	3.19173122506444	0.00141422864685412	0.0163679160836443	aromatic-L-amino-acid decarboxylase activity;pyridoxal phosphate binding;carboxy-lyase activity;deaminase activity	chitin-based cuticle development;catecholamine metabolic process;dopamine metabolic process;cellular amino acid metabolic process	cuticle
1112	CG9747	8222.73608143076	1.58189023348033	2.05133950526451	0.495714628056258	3.19113083203347	0.00141717090473325	0.0163872322946244	lipid metabolic process;oxidation-reduction process	acyl-CoA delta11-desaturase activity	redox
1113	mRpL39	4207.91121209427	-0.296074106264304	-0.297919676640764	0.0928079995464207	-3.19017873148116	0.00142184829667562	0.0164085605813949	threonine-tRNA ligase activity;structural constituent of ribosome;nucleotide binding	threonyl-tRNA aminoacylation;translation	translation
1114	Ccdc56	3444.09306457958	-0.391407527850865	-0.395712432318542	0.122700490814268	-3.18994264206603	0.0014230103350554	0.0164085605813949		mitochondrial respiratory chain complex IV biogenesis	redox
1115	mtTFB1	3444.09306457958	-0.391407527850865	-0.395712432318542	0.122700490814268	-3.18994264206603	0.0014230103350554	0.0164085605813949	rRNA (adenine) methyltransferase activity;rRNA (adenine-N6,N6-)-dimethyltransferase activity;transcription cofactor activity	rRNA modification;regulation of translation;transcription from mitochondrial promoter	translation
1116	amos	336.120381145584	1.07581445312651	1.18135262752386	0.337275689671918	3.18971834042648	0.00142411516467895	0.0164085605813949	sequence-specific DNA binding transcription factor activity;protein heterodimerization activity;RNA polymerase II regulatory region DNA binding	regulation of transcription, DNA-templated;sensory organ precursor cell fate determination;nervous system development;sensory organ development;sensory organ boundary specification;dendrite morphogenesis	binding
1117	Cbp53E	1594.30373490283	-0.932463631483369	-0.997816437895601	0.292597481548006	-3.18684776967357	0.00143832456204625	0.0165547196173462	calcium ion binding	cellular calcium ion homeostasis	calcium
1118	CG6928	1070.84286467663	0.634211860849931	0.653262850028769	0.199022311844272	3.18663699046055	0.00143937305763873	0.0165547196173462	high-affinity sulfate transmembrane transporter activity;transporter activity	transmembrane transport;sulfate transport	transport
1119	Tnks	1875.1928965882	0.33169889069395	0.334309794883683	0.104113392556005	3.18593873997067	0.00144285145465335	0.0165799091262398	structural constituent of cytoskeleton;NAD+ ADP-ribosyltransferase activity;scaffold protein binding	cytoskeletal anchoring at plasma membrane;chaeta development;wing disc development;regulation of proteasome assembly;protein ADP-ribosylation	transferase
1120	comm3	1024.96582453484	1.21867569656657	1.3830461017181	0.382575212445799	3.18545388441553	0.00144527136202276	0.0165929013641686		autophagic cell death;salivary gland cell autophagic cell death	other
1121	CG1103	18568.058369824	0.600417799961883	0.616498154953351	0.188522761396634	3.18485574640328	0.00144826181448662	0.0166124149308759			uncharacterized
1122	Trpml	1292.7234924993	0.510876166780702	0.520661017340248	0.160607694000651	3.1808947258693	0.00146820972124936	0.0168076668074114	calcium channel activity;cation channel activity;intracellular ligand-gated ion channel activity;phosphatidylinositol-3,5-bisphosphate binding	calcium ion transport;cellular calcium ion homeostasis;cation transport;negative regulation of growth of symbiont in host;autophagy;lateral inhibition;positive regulation of TOR signaling;autophagosome fusion	calcium
1123	niki	49.3612433337546	0.92859427201043	0.993417898249406	0.291946598816541	3.18069905857666	0.00146920164400449	0.0168076668074114	receptor signaling protein serine/threonine kinase activity;ATP binding;protein serine/threonine kinase activity	protein phosphorylation;neuron projection morphogenesis	binding
1124	CG42638	1292.7234924993	0.510876166780702	0.520661017340248	0.160607694000651	3.1808947258693	0.00146820972124936	0.0168076668074114			uncharacterized
1125	slo	2654.2765882859	-0.790483555553918	-0.828890826281763	0.248634078802002	-3.17930494227791	0.00147628692150611	0.0168737235166817	calcium-activated potassium channel activity;protein binding;large conductance calcium-activated potassium channel activity;voltage-gated potassium channel activity	potassium ion transport;male courtship behavior, veined wing generated song production;circadian rhythm;response to drug;circadian behavior;potassium ion transmembrane transport;regulation of synaptic growth at neuromuscular junction;negative regulation of neuromuscular synaptic transmission	potassium
1126	Lapsyn	1284.24498675398	0.86522613165003	0.916781480337254	0.272468216003373	3.17551215456014	0.00149572255444629	0.0170413102254723			uncharacterized
1127	CG8475	3437.25414767223	-0.284567180354909	-0.286219309352172	0.0896050036655377	-3.17579564437152	0.00149426173722902	0.0170413102254723	phosphorylase kinase regulator activity;calmodulin binding;catalytic activity	glycogen metabolic process	binding
1128	CG34234	276.500174881518	1.29999688172094	1.51076172499932	0.409424165969218	3.17518356212192	0.00149741743093595	0.0170413102254723			uncharacterized
1129	CG7906	34107.5399488881	1.83244093032121	9.52837320993007	0.577118746177198	3.17515406051041	0.0014975696864809	0.0170413102254723			uncharacterized
1130	CG42323	75093.2000502121	-1.8759311550906	-4.50237503482582	0.590625849738518	-3.17617516388947	0.00149230813867446	0.0170413102254723			uncharacterized
1131	St4	2607.81841827078	1.34230347862137	1.58060528021797	0.422895989690599	3.1740747402297	0.0015031497912093	0.0170896977145438	sulfotransferase activity	sulfation;xenobiotic metabolic process	transferase
1132	alpha-Est4	582.534560184712	-0.493100422636683	-0.50193572171438	0.155534113086347	-3.17036830603799	0.0015224582773988	0.0172914944236822	carboxylic ester hydrolase activity	cholesterol metabolic process;lipid catabolic process;triglyceride mobilization	metabolic
1133	Mdr65	1161.57615597868	-0.491363327940223	-0.500103903788777	0.154996717215062	-3.17015312820106	0.00152358622194682	0.0172914944236822	drug transmembrane transporter activity;ATP binding;xenobiotic-transporting ATPase activity;efflux transmembrane transporter activity;ATPase activity, coupled to transmembrane movement of substances	xenobiotic transport;establishment of glial blood-brain barrier;response to methotrexate;transmembrane transport	transport
1134	CG3214	13125.6902624639	-0.673432543387226	-0.696692295149389	0.212487026212898	-3.16928781671824	0.00152812988956216	0.0173277812146829	NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase activity;electron carrier activity	mitochondrial electron transport, NADH to ubiquinone	redox
1135	CG3420	5814.24479567628	-0.457665881370692	-0.46470032170671	0.144423070421005	-3.16892502033477	0.00153003860925761	0.0173341522017126	2 iron, 2 sulfur cluster binding		redox
1136	Nrg	8588.51462544635	-0.36163840751245	-0.365070099070736	0.114142477462823	-3.16830697520333	0.00153329528382563	0.0173557698353878	calcium ion binding	imaginal disc morphogenesis;neuron cell-cell adhesion;mushroom body development;female courtship behavior;central complex development;regulation of female receptivity;epidermal growth factor receptor signaling pathway;regulation of tube size, open tracheal system;axonogenesis;septate junction assembly;photoreceptor cell axon guidance;establishment of glial blood-brain barrier;synapse organization;male courtship behavior;nerve maturation;axon ensheathment;dendrite morphogenesis;axon extension;neuron projection morphogenesis;cell adhesion involved in heart morphogenesis;melanotic encapsulation of foreign target;motor neuron axon guidance	calcium
1137	CG4908	1038.53120982384	-0.562537029751896	-0.575844233363366	0.177733137810747	-3.16506553972447	0.00155048022062697	0.0175348685759833	ATPase activity;ATP binding	protein complex assembly;mitochondrial respiratory chain complex III assembly	redox
1138	Fmo-1	4393.58377865875	0.782782596907318	0.820453647428895	0.247556343775481	3.1620381242068	0.00156669051605591	0.0177026399838802	N,N-dimethylaniline monooxygenase activity;NADP binding;flavin adenine dinucleotide binding;monooxygenase activity	oxidation-reduction process	redox
1139	S6k	2561.19694521846	0.510232882623818	0.52011116066683	0.161450214350469	3.16031096444522	0.00157600835843323	0.0177923048886278	ribosomal protein S6 kinase activity;protein serine/threonine kinase activity;ATP binding;protein binding	protein phosphorylation;oogenesis;positive regulation of cell size;positive regulation of cell growth;positive regulation of organ growth;positive regulation of growth;positive regulation of multicellular organism growth;response to nutrient;regulation of cell size;actin filament organization;signal transduction;determination of adult lifespan;positive regulation of macroautophagy;growth;larval feeding behavior;phagocytosis;cellular response to DNA damage stimulus;dendrite morphogenesis;response to oxidative stress;lipid metabolic process;multicellular organism growth;synaptic growth at neuromuscular junction;axon guidance;regulation of response to drug;positive regulation of autophagy;somatic muscle development;myoblast fusion;regulation of terminal button organization	binding
1140	ase	93.5640963839023	0.883399191872862	0.939178481096191	0.279553354278901	3.16003789026808	0.0015774862270693	0.0177933810187396	DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;protein heterodimerization activity;protein homodimerization activity;sequence-specific DNA binding transcription factor activity	chaeta development;positive regulation of transcription from RNA polymerase II promoter;Malpighian tubule tip cell differentiation;nervous system development;neuroblast fate determination;regulation of transcription, DNA-templated;negative regulation of mitotic nuclear division;epithelial cell proliferation involved in Malpighian tubule morphogenesis;central nervous system development;peripheral nervous system development;chaeta morphogenesis	binding
1141	CG44245	8152.95085258999	-1.1751112788985	-1.32232120650037	0.371919333194178	-3.15958643183784	0.00157993230421266	0.0178053666858292			uncharacterized
1142	Oaz	137.675089186451	0.567383022183446	0.581106187052191	0.179649216798307	3.15828274843218	0.00158701549396877	0.0178573285350378	nucleic acid binding;metal ion binding	spiracle morphogenesis, open tracheal system;negative regulation of transcription, DNA-templated;positive regulation of transcription, DNA-templated	binding
1143	Patr-1	2748.36970303147	0.349428614072362	0.352540808890957	0.110640747119723	3.15822717370347	0.00158731809200336	0.0178573285350378		cytoplasmic mRNA processing body assembly;negative regulation of synaptic growth at neuromuscular junction;deadenylation-dependent decapping of nuclear-transcribed mRNA	translation
1144	Dat	8971.486407006	0.833160534573884	0.879355237638581	0.263877005255893	3.15738210597749	0.00159192593852478	0.0178935256146847	N-acetyltransferase activity;aralkylamine N-acetyltransferase activity;arylamine N-acetyltransferase activity	catecholamine metabolic process;sleep;dopamine catabolic process;octopamine catabolic process;serotonin catabolic process;regulation of circadian sleep/wake cycle, sleep;developmental pigmentation	transferase
1145	CG13041	7215.38421635865	1.82083331978386	3.05528059195441	0.576933533717638	3.15605388379975	0.0015991931429021	0.0179595250865183			uncharacterized
1146	pgant5	6210.41425334166	0.575117882635878	0.589493822001371	0.182449223279344	3.15220789816861	0.00162040856795281	0.0181819165384069	polypeptide N-acetylgalactosaminyltransferase activity	oligosaccharide biosynthetic process	transferase
1147	CG10514	201.687516845559	1.8483501135577	3.42646389583595	0.586674242678871	3.150556099272	0.00162959957604807	0.0182691171983787	transferase activity, transferring phosphorus-containing groups		transferase
1148	Cyp301a1	2719.31627898984	1.23132769910545	1.407265678931	0.391021395924125	3.14900338431705	0.00163828297984347	0.018350480374748	electron carrier activity;iron ion binding;heme binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	oxidation-reduction process;tergite morphogenesis	redox
1149	CG13739	164.845804962072	-1.2612798920346	-1.4539155793053	0.400722998012475	-3.14751062027975	0.00164667124008107	0.0184283990085595			uncharacterized
1150	Cyp6a13	2409.7859769948	-0.437703228351697	-0.443931439655396	0.139116266481775	-3.14631235743405	0.00165343319054772	0.0184879975346213	electron carrier activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;iron ion binding	oxidation-reduction process;defense response to bacterium	redox
1151	CG9350	12449.321596432	-0.661576528117305	-0.683963211551001	0.210462338954868	-3.14344376957235	0.00166972492404539	0.0186377795077746			uncharacterized
1152	CG7759	1194.35396139699	-0.745926495090179	-0.778636988875137	0.237277841229921	-3.14368375581848	0.00166835631665768	0.0186377795077746	histone deacetylase binding	negative regulation of gene expression	binding
1153	mt:ND1	399802.072775674	-0.648890764891055	-0.66996243935468	0.206448905376683	-3.14310586295966	0.0016716537084606	0.0186431397122079	NADH dehydrogenase (ubiquinone) activity	oxidation-reduction process	redox
1154	CG13807	2838.48199959288	-0.277416309253899	-0.278979728466015	0.0882955853389009	-3.14190463984247	0.00167852694518649	0.0186874063880192	RNA binding	methylation;lateral inhibition	binding
1155	CG8369	22700.7810856501	0.668411252173834	0.691554864191099	0.212731238603746	3.14204559970096	0.00167771904762886	0.0186874063880192		wing disc dorsal/ventral pattern formation	other
1156	CG4587	546.716991921967	-0.414158406279895	-0.419436240602793	0.131849335529019	-3.14114898355891	0.00168286402004646	0.018719498649955	voltage-gated calcium channel activity		calcium
1157	Rgk3	775.076932520489	-0.991012632640425	-1.07403285092189	0.315812847615976	-3.13797440516252	0.00170119731245114	0.0188863771193244	GTP binding	protein transport;small GTPase mediated signal transduction;negative regulation of voltage-gated calcium channel activity	calcium
1158	CG6463	13154.8217119228	-0.624611082041456	-0.64337596404661	0.19903907828819	-3.13813291044826	0.00170027759960529	0.0188863771193244	NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase activity	mitochondrial electron transport, NADH to ubiquinone	redox
1159	CG8768	1694.07131270714	-0.608799390041835	-0.626127668524826	0.194021720860175	-3.13778986879813	0.00170226864478759	0.0188863771193244	coenzyme binding;catalytic activity		binding
1160	Mip	366.686867340822	-0.479795590451251	-0.488111695069313	0.153042159541808	-3.13505501939929	0.00171821882577573	0.0190469218671263			uncharacterized
1161	RIC-3	2132.72170287414	-0.782633783296121	-0.821020853343913	0.249696618168091	-3.13433873889821	0.001722418968159	0.0190770500173893	unfolded protein binding	chaperone-mediated protein folding;protein maturation by protein folding	binding
1162	CG34191	9276.48094166682	0.471169357525912	0.479048299260944	0.150439201356953	3.13195864692175	0.00173644331352267	0.019182854459259			uncharacterized
1163	CanB	2621.74592942418	-0.402324264033664	-0.407183377955464	0.128439326732956	-3.13240713936593	0.00173379263483001	0.019182854459259	calmodulin binding;calcium-dependent protein serine/threonine phosphatase regulator activity;calcium ion binding;calcium-dependent protein serine/threonine phosphatase activity	protein dephosphorylation;vesicle-mediated transport;neurotransmitter secretion;positive regulation of NFAT protein import into nucleus;sleep	calcium
1164	Cha	265.364139376138	-0.992718443723778	-1.07662902199955	0.316963092395656	-3.13196857154775	0.00173638461673242	0.019182854459259	choline O-acetyltransferase activity	acetylcholine biosynthetic process;neuromuscular synaptic transmission	transferase
1165	CG30016	969.856478007807	0.771833064800673	0.808672370791789	0.246614228954368	3.12971829757434	0.00174974010561223	0.0193131690902482	hydroxyisourate hydrolase activity	tetrapyrrole biosynthetic process	metabolic
1166	CG31976	35.0294353952436	1.47664598004758	1.84698734788605	0.471896241459901	3.12917512434364	0.00175297798527787	0.0193157762590121			uncharacterized
1167	Tom	3529.51537977289	0.530473056156182	0.541840480920862	0.169515888113175	3.1293412202284	0.00175198729611735	0.0193157762590121	protein binding	sensory organ precursor cell fate determination;sensory organ development;cell fate specification;Notch signaling pathway;establishment of planar polarity;negative regulation of Notch signaling pathway	binding
1168	ato	115.65005816927	1.30669468475827	1.53074462151818	0.417626014836826	3.12886323728855	0.00175483964662298	0.0193197487185952	sequence-specific DNA binding transcription factor activity;DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;protein heterodimerization activity	R8 cell fate commitment;nervous system development;optic lobe placode development;cell fate commitment;sensory organ development;regulation of transcription, DNA-templated;sensory organ precursor cell fate determination;Bolwig's organ morphogenesis;compound eye morphogenesis;brain development;smoothened signaling pathway;epidermal growth factor receptor signaling pathway;sensory perception of sound;male courtship behavior, veined wing generated song production;R8 cell fate specification;second mitotic wave involved in compound eye morphogenesis;peripheral nervous system development;activation of MAPK activity;antennal morphogenesis;oenocyte development;antennal joint morphogenesis;R8 cell differentiation;neuron recognition;positive regulation of transcription from RNA polymerase II promoter;dendrite morphogenesis;neuron development;eye-antennal disc morphogenesis	binding
1169	CG14141	557.094975963332	-0.815919857143523	-0.860007963447569	0.260807427601033	-3.12843796148193	0.00175738105737815	0.0193311916311597			uncharacterized
1170	CG9773	2957.44246975897	0.320823403916695	0.323273078886953	0.102568795643628	3.12788506390759	0.00176069018402177	0.0193421966062962			uncharacterized
1171	CG17633	796.045194060448	-1.12400287443049	-1.25303646016245	0.359362529050862	-3.1277687114435	0.00176138729002169	0.0193421966062962	zinc ion binding;metallocarboxypeptidase activity	proteolysis;neurogenesis	proteolysis
1172	CG33110	1421.61854236076	-1.77579801366351	-2.81972153492795	0.56788069613171	-3.12706176800847	0.00176562827880233	0.0193722386600051			uncharacterized
1173	CG9140	10740.2958575978	-0.656688594858702	-0.678876969926594	0.210316491039031	-3.12238280324311	0.00179393513718703	0.0196660521427573	NADH dehydrogenase activity;4 iron, 4 sulfur cluster binding;FMN binding;NAD binding;NADH dehydrogenase (ubiquinone) activity	mitochondrial electron transport, NADH to ubiquinone	redox
1174	CG16756	492.444055842728	1.59016862510108	2.11564849313014	0.509571815281331	3.12059768106122	0.00180484428060736	0.0197688050139717	lysozyme activity	antimicrobial humoral response	defense
1175	CG14280	314.511451371631	1.2306440624588	1.41066276536891	0.394398844041638	3.12030342139866	0.00180664838708158	0.0197717387259693			uncharacterized
1176	TTLL3A	16.3647203849485	-1.55909144704585	-2.04547297000551	0.499836787093469	-3.11920108184095	0.00181342157662241	0.0198026914310616	tubulin-tyrosine ligase activity	protein polyglycylation	other
1177	Pxn	6216.20908927103	-0.560510456260374	-0.574086779342704	0.179736783797464	-3.11850721047721	0.00181769694307409	0.0198026914310616	extracellular matrix organization;phagocytosis;oxidation-reduction process;response to oxidative stress	peroxidase activity;heme binding	redox
1178	dyl	20284.1725173983	1.70245040665046	2.47704570513648	0.545906700141536	3.11857393618557	0.00181728540292399	0.0198026914310616	structural constituent of chitin-based cuticle	cell-matrix adhesion;regulation of embryonic cell shape;apical constriction;actin filament organization	cuticle
1179	ZnT63C	6885.67174853228	0.514445842397156	0.524862927917691	0.164974092211437	3.11834322287297	0.00181870872350542	0.0198026914310616	zinc ion transmembrane transporter activity	cellular zinc ion homeostasis;zinc ion homeostasis;zinc II ion transmembrane transport	transport
1180	CG3402	3059.94172633252	0.51142500526759	0.521650466150511	0.163972356375398	3.11897088370637	0.00181483894284341	0.0198026914310616		regulation of Wnt signaling pathway;Rho protein signal transduction	binding
1181	CG31626	4230.28146442633	1.81233539474657	3.14368198795435	0.58111107499625	3.11874179090162	0.00181625051406068	0.0198026914310616			uncharacterized
1182	CG33687	49.6654959638585	-1.05438822522378	-1.15863268788683	0.338166076915627	-3.11795977538827	0.00182107656076436	0.0198117120346892			uncharacterized
1183	CG1636	2856.32915217747	-0.630994178443975	-0.650649685936628	0.202454093119497	-3.1167271983557	0.00182870708382931	0.0198706019164956			uncharacterized
1184	CG43897	10553.4959380705	-1.08678953286738	-1.20247421694047	0.348711450061105	-3.11658688774614	0.00182957756573794	0.0198706019164956			uncharacterized
1185	UK114	14372.7097411633	0.827917481552076	0.874546223061364	0.265731598858707	3.1156154748171	0.00183561462697481	0.0199111363151429	deaminase activity	negative regulation of translation;protein folding	translation
1186	CG13907	9563.65905315612	0.72607137468068	0.756686154341125	0.233052162404834	3.11548868368543	0.00183640394763595	0.0199111363151429	secondary active monocarboxylate transmembrane transporter activity	transmembrane transport	transport
1187	CG9471	3398.79039305383	-0.278593791038177	-0.280205981799631	0.089460905106844	-3.11414008952235	0.00184481875506775	0.0199687278197829			uncharacterized
1188	salt	35.3088373639381	-0.80086790556937	-0.842930284714584	0.257167609919185	-3.11418652536003	0.00184452842196342	0.0199687278197829	sodium:iodide symporter activity	transmembrane transport	sodium
1189	Edg84A	9400.69138385281	1.80972830205227	6.23082354239731	0.581282416729093	3.11333742423468	0.00184984393950633	0.0200062953793667	structural constituent of pupal chitin-based cuticle;structural constituent of chitin-based cuticle;structural constituent of chitin-based larval cuticle	chitin-based cuticle development	cuticle
1190	nAChRalpha4	935.160044921674	-0.4801378382105	-0.48859265617203	0.154241774992791	-3.11289103249065	0.00185264406864328	0.0200197558047347	acetylcholine-activated cation-selective channel activity;acetylcholine receptor activity	ion transport;sleep	transport
1191	Mal-B2	568.601645709444	-0.792968523112449	-0.833655362880034	0.254808441263633	-3.11201826430867	0.00185813002771858	0.0200621924972635	alpha-1,4-glucosidase activity;cation binding	carbohydrate metabolic process	binding
1192	CG12512	117.932593084429	-1.20074164981914	-1.36673814226038	0.385913984489515	-3.11142300636623	0.00186188019687619	0.0200858324675579	long-chain fatty acid-CoA ligase activity	metabolic process	other
1193	CG14756	49.5174917460465	-1.6096483171396	-2.18015707133377	0.51746618709288	-3.11063477631764	0.00186685680459382	0.0201226524917274			uncharacterized
1194	CG31814	410.113276074343	-0.462495495203463	-0.470048153685704	0.148743634738977	-3.10934646726277	0.00187501704998185	0.0201936982705158			uncharacterized
1195	Atg18a	5080.4418260233	0.337885951314724	0.340790872112203	0.108737983002276	3.10734061811366	0.00188778748934839	0.0203142349397273	phosphatidylinositol-3-phosphate binding;phosphatidylinositol-3,5-bisphosphate binding	macroautophagy;autophagy;regulation of defense response to virus;larval midgut histolysis;negative regulation of phosphatidylinositol 3-kinase signaling;regulation of autophagy;autophagosome assembly;larval midgut cell programmed cell death;cellular response to chloroquine;defense response to virus;cellular response to starvation	binding
1196	mRpL32	3019.01506168145	-0.479265393955443	-0.487717095531357	0.154351298964515	-3.1050298712784	0.00190259809083271	0.0204565057886524	structural constituent of ribosome	translation	translation
1197	Eaat2	1298.6301734104	-0.448121797309698	-0.455017972139756	0.14450551474905	-3.10107055836528	0.00192822338066898	0.020714720291494	glutamate:sodium symporter activity;L-aspartate transmembrane transporter activity;sodium:dicarboxylate symporter activity;taurine:sodium symporter activity	dicarboxylic acid transport;taurine transport	sodium
1198	cpx	5686.59088782434	-0.830692831223029	-0.878365530562656	0.267970545929527	-3.09994081006758	0.00193559318751691	0.0207657765121009	syntaxin binding;neurotransmitter transporter activity	synaptic vesicle exocytosis;synaptic growth at neuromuscular junction;regulation of neurotransmitter secretion;regulation of synaptic transmission;neuromuscular synaptic transmission	transport
1199	CG31183	208.774989394919	0.443319200636197	0.449997274401395	0.143013228350547	3.09984751585046	0.00193620293819123	0.0207657765121009	guanylate cyclase activity;natriuretic peptide receptor activity;ATP binding;receptor activity	cyclic nucleotide biosynthetic process;cGMP-mediated signaling	binding
1200	Gapdh1	46498.9900591485	-0.815068147583244	-0.859911681951629	0.262970075957013	-3.0994710885526	0.00193866497685521	0.0207748694855342	glycolytic process;oxidation-reduction process;glucose metabolic process;somatic muscle development;myoblast fusion	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;NAD binding;NADP binding	redox
1201	CG3831	3083.63889867262	0.961080100099286	1.03827124006809	0.310264371538392	3.09761670453471	0.00195083566676013	0.0208878993604017			uncharacterized
1202	CG9518	1331.35868329132	1.58980027115124	2.1315084285042	0.513480676356729	3.09612482874967	0.00196067801863998	0.02097583216949	choline dehydrogenase activity;flavin adenine dinucleotide binding;oxidoreductase activity	oxidation-reduction process;ecdysteroid metabolic process;lateral inhibition;response to endoplasmic reticulum stress	redox
1203	CG13075	217.149366588862	1.52338561813279	1.96358174258064	0.492103883141742	3.09565860038948	0.00196376320334756	0.0209913890590391	chitin binding	chitin metabolic process	cuticle
1204	CG30471	149.547939905412	1.02792506450587	1.12519527262443	0.332174629768717	3.09453212974626	0.0019712358268371	0.0210537801588327	transferase activity, transferring acyl groups other than amino-acyl groups		transferase
1205	CG10219	12754.0255540875	-0.67317782140152	-0.697640731463895	0.217575897380637	-3.09399078439204	0.00197483620616072	0.0210602130389575	succinate dehydrogenase (ubiquinone) activity;succinate dehydrogenase activity;heme binding;ubiquinone binding	tricarboxylic acid cycle	redox
1206	CG4607	233.69346928678	1.06218152734856	1.17098896866886	0.343309262213155	3.09394952091061	0.00197511088873518	0.0210602130389575	substrate-specific transmembrane transporter activity	transmembrane transport	transport
1207	CG11699	4451.3386883217	-0.367913705714397	-0.371713847202626	0.118982344047473	-3.09217059606425	0.00198698622843918	0.0211692986423942			uncharacterized
1208	EfSec	497.440508306914	0.430243939166423	0.436373713099818	0.139193969079261	3.09096681424057	0.00199505930008083	0.0212377280331186	translation elongation factor activity;GTPase activity;GTP binding	translational elongation;translational readthrough	translation
1209	Cyp6u1	1887.92398809546	0.51868127778667	0.529590319984736	0.1679978997966	3.08742715483141	0.00201897248296675	0.021433612680754	electron carrier activity;heme binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;iron ion binding	oxidation-reduction process	redox
1210	Patsas	199.959943146089	-0.925279042020667	-0.993849833326535	0.299709015952184	-3.0872579494515	0.00202012215864449	0.021433612680754	zinc ion binding;protein-cysteine S-palmitoyltransferase activity	protein palmitoylation	transferase
1211	CG43187	170.318832982173	1.09147077100742	1.21168429420152	0.353475819301597	3.08782301760828	0.00201628511572266	0.021433612680754			uncharacterized
1212	Shawl	251.967181979282	-0.517574342946321	-0.528405647453719	0.167632637846572	-3.08755114514178	0.00201813040489936	0.021433612680754	voltage-gated potassium channel activity;voltage-gated cation channel activity;delayed rectifier potassium channel activity	protein homooligomerization;transmembrane transport;potassium ion transport	potassium
1213	GILT1	46688.2119299922	-0.557995757971477	-0.571679816468176	0.180800789355944	-3.08624624903017	0.00202700875888692	0.0214889643549215	disulfide oxidoreductase activity	oxidation-reduction process;positive regulation of defense response to bacterium	redox
1214	CG13321	10140.9602209697	1.05611167447244	1.16350721235076	0.342310173812068	3.08524769425128	0.00203382699516014	0.0215080964894914			uncharacterized
1215	stops	262.236878574917	-0.967076537444963	-1.04666619055286	0.313427108457866	-3.08549104831169	0.00203216341165881	0.0215080964894914		intracellular signal transduction;deactivation of rhodopsin mediated signaling;sensory perception of sound	other
1216	CG9514	1159.70855267953	1.50912094298721	1.93522441086565	0.489116692103676	3.08540061574371	0.00203278146848552	0.0215080964894914	choline dehydrogenase activity;flavin adenine dinucleotide binding;oxidoreductase activity	oxidation-reduction process;ecdysteroid metabolic process	redox
1217	Msp300	2973.04704932501	-0.676029894270605	-0.70098911606631	0.21918328234323	-3.08431321514739	0.00204022677120182	0.0215580612030931	actin binding;cytoskeletal protein binding;actin filament binding;protein binding;protein kinase binding	mesoderm development;cytoskeletal anchoring at nuclear membrane;cytoskeleton organization;actin filament organization;establishment of nucleus localization;female germline ring canal stabilization;cytoplasmic transport, nurse cell to oocyte;cell migration;skeletal muscle tissue development;mitochondrion localization;nucleus organization;locomotion;larval visceral muscle development;endoplasmic reticulum localization;flight;nucleus localization;microtubule anchoring	binding
1218	Lcp65Ag2	25793.4899318774	1.82377089189899	3.90604780199214	0.591383498350077	3.08390561621553	0.00204302399365302	0.0215699087763039	chitin-based cuticle development		cuticle
1219	CG4598	8719.58822712956	-0.362000416271235	-0.365639308902449	0.117413334548694	-3.08312865538372	0.00204836577849688	0.0216085799747991	dodecenoyl-CoA delta-isomerase activity	metabolic process	transferase
1220	skap	30168.8474887415	-0.499384920137531	-0.50915598378237	0.162280975387555	-3.07728567039305	0.00208895001435361	0.022018662313457	succinate-CoA ligase (ADP-forming) activity;metal ion binding;ATP binding	tricarboxylic acid cycle;mitotic spindle organization;regulation of centrosome duplication	redox
1221	Cngl	241.178958091564	-0.933786475697214	-1.0051728460694	0.303707552701419	-3.07462381949796	0.00210768212754474	0.0221820714311403	intracellular cyclic nucleotide activated cation channel activity	cation transport;cyclic-nucleotide-mediated signaling;transmembrane transport	transport
