"","GeneID","G3R3","G1R2","G1R3","G1R4","G3R1","G3R2","G1R1","G3R4","external_gene_id","description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3453","FBgn0030745",1291.67448836854,3764.18468816524,3299.20795486827,5556.25362473342,1532.2133046231,1660.25028135898,2727.67744264178,1399.96039050775,"CG4239","",2653.92777190839,-1.38324526049285,0.241966887111085,-5.71667171904314,1.08630689204703e-08,7.02086030722023e-07
"12184","FBgn0262854",162.570794626125,1907.17655890001,1591.92021945142,6778.20698492739,394.810877280323,384.732958813322,2181.56789851507,492.417242322306,"CG43218","",1736.6754418545,-3.11846015965246,0.547258918888219,-5.69832679198314,1.20988968426543e-08,7.78125130272671e-07
"48","FBgn0000121",57.3234953558398,311.518265917341,321.329984580205,732.888200492749,97.4136358873305,70.7988238842018,274.371802258891,112.577900077893,"Arr2","Arrestin 2 [Source:FlyBase gene name;Acc:FBgn0000121]",247.277763556806,-2.2776685639105,0.399851161515455,-5.69629097806801,1.22441838792664e-08,7.8362776827305e-07
"2614","FBgn0028699",243.016033045185,976.278681263183,761.777791069207,1046.62776010874,118.367277542185,311.673242877926,624.906101951509,263.764507672659,"Rh50","Rh50 [Source:FlyBase gene name;Acc:FBgn0028699]",543.301424441324,-1.86484487186029,0.327642201014254,-5.69171146478521,1.2577226245853e-08,8.01034991968888e-07
"11764","FBgn0261085",154.224987143224,384.019763566634,415.697150884819,751.335770207308,117.947490829055,138.259674812968,389.775305975914,194.434608695831,"Syt12","Synaptotagmin 12 [Source:FlyBase gene name;Acc:FBgn0261085]",318.211844014469,-1.6824230778868,0.295646803573465,-5.69065201298122,1.26555188206354e-08,8.02127569694377e-07
"12707","FBgn0266456",83.1399086183098,21.6615177507032,36.6796480728833,14.607118671821,92.9847552348087,4542.49463386109,47.3998932758969,6312.21935150127,"CG45081","",1393.89835337335,6.5198069224686,1.14790940364641,5.6797225475791,1.3491340723622e-08,8.50992261028464e-07
"10073","FBgn0051437",36.9651905471581,8.2720082776433,8.85464544352861,16.0948107004996,92.797186507794,288.875933256203,10.3102462804086,804.776473361631,"CG31437","",158.368311796858,4.81227599426825,0.84785136589667,5.67584860723658,1.38002790453889e-08,8.6631416782537e-07
"4855","FBgn0033027",899.069818570113,3380.33819122455,3439.94044458688,7693.21572296687,532.568653425854,1135.87763096748,3131.54862352902,1197.40777234232,"TpnC4","Troponin C isoform 4 [Source:FlyBase gene name;Acc:FBgn0033027]",2676.24585720163,-2.22870916503201,0.392788390152031,-5.67407087610043,1.39443394181891e-08,8.71189205555433e-07
"3944","FBgn0031518",204.369333674334,92.0458252591393,136.742804101292,93.5593872447165,230.32561285376,245.498407335972,119.533758075391,299.378397321669,"CG3277","",177.681690733284,1.15437159621543,0.20365345353203,5.66831338332236,1.44210023206425e-08,8.96699291217199e-07
"5360","FBgn0033869",36.9602546227556,374.7474355731,547.825709182393,2451.02341750308,69.3613981440573,64.4302590231206,278.401907957304,73.0878255994621,"Cpr50Cb","Cuticular protein 50Cb [Source:FlyBase gene name;Acc:FBgn0033869]",486.979775950659,-3.90453754657517,0.689375459645071,-5.66387661751905,1.47990836795727e-08,9.15867820169779e-07
"10105","FBgn0051547",1754.78656103601,527.636524956614,635.329907133516,595.513242591259,1399.87974434012,2668.35350649908,537.025088589303,4879.69786493814,"CG31547","",1624.77780501051,2.22115581864047,0.392919471832394,5.6529543020152,1.57713248496041e-08,9.71454375712702e-07
"10021","FBgn0051259",163.158658038976,21.0484589961696,15.6970949355702,28.8135662285986,147.468546923364,136.187533785091,25.6682611469554,48.7790177001337,"CG31259","",73.3526422193573,2.43892001459497,0.432278126641602,5.64201578632513,1.68070684977955e-08,1.03041466678074e-06
"5192","FBgn0033598",441.677129523774,9.09765267134272,6.64267718499571,4.73435879181762,38.4341627801354,164.324374322722,25.1970682012288,297.01077152479,"Cpr47Eb","Cuticular protein 47Eb [Source:FlyBase gene name;Acc:FBgn0033598]",123.389774375101,4.3754186996802,0.775677450890238,5.64077077999183,1.69290608071192e-08,1.03306640832281e-06
"793","FBgn0004592",33.7846375234063,0.828447209201743,1.10434371324943,1.8914230868765,20.6074091647435,48.2743115812816,5.73945096144999,94.9366676994392,"Eig71Ee","Ecdysone-induced gene 71Ee [Source:FlyBase gene name;Acc:FBgn0004592]",25.895836367456,4.42329470025137,0.785542695511327,5.63087751375774,1.7929503002075e-08,1.08905129345937e-06
"8409","FBgn0038749",53.3530131120121,268.945738988875,258.846976418844,685.253209678239,27.1781333156485,66.5629569298745,267.060688850441,86.8153965578636,"Xport","exit protein of rhodopsin and TRP [Source:FlyBase gene name;Acc:FBgn0038749]",214.252014231475,-2.66283456175975,0.473187207813538,-5.62744410201607,1.82899404044291e-08,1.10582496823092e-06
"3553","FBgn0030895",134.104728676142,257.656886465344,259.50604010747,416.101441226109,141.439267015896,115.855278362361,259.436384373835,120.397434996782,"CG7135","",213.062182652992,-1.22078078733754,0.217007835222379,-5.62551479344762,1.84955553935461e-08,1.11312700350149e-06
"6583","FBgn0035873",9.2334803463635,95.996615927492,90.7018813980434,39.7511452997788,8.43444506218634,8.58854033691274,87.114379580886,23.4135871494403,"CG13670","",45.4042593876379,-2.65434067687398,0.475037531876013,-5.58764413075214,2.3017070658327e-08,1.37892222391438e-06
"11025","FBgn0085201",213.319115601569,843.017021710736,789.210747447919,1772.68581350093,171.023785424031,263.308606874663,645.95896529055,311.58880982581,"CG34172","",626.264108209526,-2.07850697979801,0.373111355903118,-5.57074167514139,2.5365719018415e-08,1.51271924328002e-06
"3565","FBgn0030925",2685.69904127979,682.261282866564,845.87641321928,998.331698095525,1903.39714456533,2450.94475172156,989.190168082921,1522.34606297898,"Hayan","Hayan [Source:FlyBase gene name;Acc:FBgn0030925]",1509.75582035124,1.2844107158622,0.23123121277805,5.55465977292198,2.78152994042227e-08,1.64385913596127e-06
"7007","FBgn0036583",140.169392813372,427.404804824125,370.736367791791,454.632007770431,216.780555236941,244.780831182054,412.689823125492,199.169936728419,"CG13055","",308.295464934078,-1.05512920655875,0.190203935545143,-5.5473573852962,2.90019547195706e-08,1.70630334493617e-06
"11178","FBgn0085434",984.954173019306,2017.52631580706,2049.82207937896,3105.98690220746,1246.74784313636,1234.21425341055,2202.40166098862,1171.80403388061,"NaCP60E","Na channel protein 60E [Source:FlyBase gene name;Acc:FBgn0085434]",1751.68215772862,-1.01554974603461,0.183230211300734,-5.54247980627933,2.98217804941079e-08,1.74670428608346e-06
"8494","FBgn0038880",53.114960306044,262.922428244683,298.759283254648,726.630979918434,55.2354940260291,82.5360466165607,265.574301360619,105.091832017069,"SIFaR","SIFamide receptor [Source:FlyBase gene name;Acc:FBgn0038880]",231.233165718011,-2.39294359467706,0.432749340367843,-5.52962967579114,3.20907507532254e-08,1.8712473328103e-06
"8271","FBgn0038526",1134.44473613478,1.40248179246869,9.17584712592904,4.90353111679852,431.045557572808,164.632922199196,14.2247888688305,14.1022077924639,"CG14327","",221.741509075409,5.89521181726753,1.06735863490945,5.52317808134627,3.32921991475232e-08,1.93271527794471e-06
"10061","FBgn0051380",19.459730225903,185.533556854419,146.923316842833,166.47068220201,23.4197689136437,40.7708785083209,119.347364437249,60.6430848251585,"CG31380","",95.3210478511921,-2.10103056193429,0.380487123605957,-5.52194918456734,3.35259459852575e-08,1.93771106311268e-06
"4958","FBgn0033207",26.738012732311,9.91867280372397,6.64876381201725,7.57829802052295,45.9462537594222,202.000858897395,4.5775588230088,208.013246994301,"CG12826","",63.9277082303378,4.05945163901871,0.73576640494843,5.51731040139463,3.44227133338689e-08,1.98081578482614e-06
"4303","FBgn0032076",1176.54425081326,550.406629624485,655.085701846219,639.940493608633,1379.62546829915,2540.13865553025,666.707023344508,2425.87644037736,"CG9510","",1254.29058293048,1.58239196060066,0.287987962961319,5.49464618010163,3.91494526738246e-08,2.22355332935316e-06
"7553","FBgn0037410",2943.37093188138,500.278348026765,906.77239212835,235.130966470065,3420.00810865688,3697.28901803345,690.270166563047,1782.55134163423,"Osi2","Osiris 2 [Source:FlyBase gene name;Acc:FBgn0037410]",1771.95890917427,2.34461581688249,0.427970615406944,5.4784504647663,4.29066666531506e-08,2.41603204501861e-06
"10044","FBgn0051343",146.154228370848,630.986795793462,502.93934861807,569.90576157755,84.269584697071,256.237621835429,851.55861137938,181.532581667486,"CG31343","",402.948066742412,-1.93619136276111,0.353855664083083,-5.4716980941317,4.45743721351466e-08,2.48857771239627e-06
"10501","FBgn0052656",216.552034118598,22.393695771548,97.0162752399035,20.7881172170592,277.115672986874,602.411078405428,43.6866865371393,654.093585163076,"Muc11A","Mucin 11A [Source:FlyBase gene name;Acc:FBgn0052656]",241.757143179953,3.25560574966992,0.594937013906116,5.47218558195754,4.44518966278067e-08,2.48857771239627e-06
"9443","FBgn0040993",121.489046085943,13.5084561709488,13.0326095688559,7.74723746206171,330.113574322309,528.890769464443,21.6215976530796,33.2284157035667,"CG17325","",133.703963303901,4.18268072300303,0.764921255175323,5.46811935830485,4.54835573203535e-08,2.5179083208567e-06
"11439","FBgn0259201",121.489046085943,13.5084561709488,13.0326095688559,7.74723746206171,330.113574322309,528.890769464443,21.6215976530796,33.2284157035667,"CG42305","",133.703963303901,4.18268072300303,0.764921255175323,5.46811935830485,4.54835573203535e-08,2.5179083208567e-06
"11073","FBgn0085273",18.0259877784599,5.38408921482787,25.4605064204332,13.4405317113543,15.3387350525313,18675.8846863979,18.6163030222444,23399.9718392603,"CG34244","",5271.51533485726,9.38858032185371,1.71787081951938,5.46524233089914,4.62274838862035e-08,2.54833860750836e-06
"17","FBgn0000045",4044.34669615082,21378.0561129278,18299.6888545182,54224.5620200324,3295.68433703699,5920.36539071302,13874.7360962775,5768.56903996173,"Act79B","Actin 79B [Source:FlyBase gene name;Acc:FBgn0000045]",15850.7510684523,-2.50179790701333,0.458612429726621,-5.45514631713025,4.89325361058045e-08,2.68617101969939e-06
"7957","FBgn0038017",5484.00968182489,2602.16487966229,3185.73211314366,1728.61401999841,21644.9411270315,25759.8317949045,3597.89082046381,13551.1070708451,"CG4115","",9694.28643848427,2.57967345835651,0.473292146113657,5.45048862428623,5.02316159750402e-08,2.74599500663553e-06
"3460","FBgn0030756",73.6893071208168,23.2001406067269,28.7062546902637,30.2592990855621,82.4236719426534,156.606308662094,25.2588527763719,233.04709802494,"CG9903","",81.6488666136786,2.3458800981619,0.431024233427686,5.44257124363166,5.25169457541169e-08,2.8590138103486e-06
"5268","FBgn0033731",2227.91247739978,8144.79588830566,9233.63525102696,9608.66973572802,1178.89440610899,3784.06514071336,6960.9019522862,1941.9550001316,"Cpr49Ah","Cuticular protein 49Ah [Source:FlyBase gene name;Acc:FBgn0033731]",5385.10373146257,-1.89430875320405,0.348822568461026,-5.43057968285015,5.61712913945798e-08,3.0327874201518e-06
"6973","FBgn0036529",508.255256094036,184.018530453028,295.716310066341,209.861286099595,564.683129605357,914.708512921565,266.510513391634,560.782643561659,"pgant8","polypeptide GalNAc transferase 8 [Source:FlyBase gene name;Acc:FBgn0036529]",438.067022774152,1.4160332690737,0.260965014833076,5.4261421592448,5.75851009758758e-08,3.09637920001431e-06
"11443","FBgn0259209",1928.75463585255,8298.65267458322,7591.72778826457,21685.0731303976,2108.49362707163,2457.2677912883,6331.45070975694,2744.37854497042,"Mlp60A","Muscle LIM protein at 60A [Source:FlyBase gene name;Acc:FBgn0259209]",6643.22486277316,-2.24857835930044,0.414831325330602,-5.42046422725773,5.94444671953588e-08,3.18331187593105e-06
"10561","FBgn0052829",20.5338334154976,64.5254751332972,65.297262481802,62.4830417502674,30.9315600396076,31.1414837102885,56.1379901652945,24.3619587804675,"CG32829","",44.4265756845653,-1.21755048695478,0.225010713724524,-5.41107784069964,6.26465313793896e-08,3.34114834023411e-06
"8342","FBgn0038642",35.7672816881694,642.68840859239,740.10787634732,1153.04691031377,161.052512440981,54.6729468417802,776.86499248407,193.307943081368,"Muc91C","Mucin 91C [Source:FlyBase gene name;Acc:FBgn0038642]",469.688608973731,-2.89569674487595,0.535792936447599,-5.40450712933046,6.49868388899226e-08,3.45193249488172e-06
"12185","FBgn0262855",5.14610446411732,18.1767069085807,29.938255376052,41.6930700632974,2.81356688276384,2.14956416256653,19.4438498149804,1.94162436093418,"CG43219","",15.1628427541615,-3.18395021476188,0.593743904067032,-5.3624975228418,8.20790944601483e-08,4.32481011773954e-06
"2384","FBgn0027556",6131.73954998233,1456.3051169219,2259.10180002615,2878.58969719433,4183.58846968819,9056.72140006383,1809.05182113838,9339.1985190765,"CG4928","",4639.28704676145,1.77264137751564,0.331230826406185,5.35167996514269,8.7141414451822e-08,4.55496158409524e-06
"5747","FBgn0034499",894.346673279316,3087.41672121991,5370.89763807888,10736.4673433501,1162.62561235962,977.514409756416,2401.45834069255,876.055225403364,"Cpr56F","Cuticular protein 56F [Source:FlyBase gene name;Acc:FBgn0034499]",3188.34774551752,-2.4653371047968,0.463053632524389,-5.32408544417789,1.01462209117754e-07,5.19993821728488e-06
"828","FBgn0004779",1447.25671122378,1.65352522834921,5.53855111311511,0.9471177053713,193.139730223133,119.245731826108,3.43431013805864,0.972755314311329,"Ccp84Ae","Ccp84Ae [Source:FlyBase gene name;Acc:FBgn0004779]",221.523554096528,7.26420290984256,1.36792430868021,5.31038366943794,1.09394693193352e-07,5.56301695618904e-06
"5872","FBgn0034709",2746.67193490353,668.928358337026,822.194381857325,570.531256360506,1056.01468561391,2538.87924700107,637.528064688919,2183.4702910236,"Swim","Secreted Wg-interacting molecule [Source:FlyBase gene name;Acc:FBgn0034709]",1403.02727747324,1.6592302267092,0.312634887147409,5.30724591183216,1.11293985834395e-07,5.63774939825199e-06
"10128","FBgn0051636",756.460580360381,209.510999099174,198.314135323113,184.283018326194,794.078736931573,3631.35055324674,382.723958973855,4042.82257217002,"CG31636","",1274.94306930388,3.2426855895311,0.611737939058951,5.30077567940186,1.15311700721691e-07,5.81880582103302e-06
"4209","FBgn0031930",30.7244938360112,9.93952716075739,7.7325399021808,9.45840112622109,37.4712296171037,34.3328200075419,9.18084986504842,25.4327416008035,"CG7025","",20.5340753894585,1.80880532840566,0.341311898611286,5.29956715767965,1.16077534767235e-07,5.83500864423801e-06
"3507","FBgn0030826",4.11957102495991,1737.77535834961,893.054795210352,49.285358359098,10.3179745000801,4.3001226078674,1491.93995809936,64.0094042365907,"CG12995","",531.850317798491,-5.65412028942432,1.07138538080572,-5.27739167504063,1.31035616238583e-07,6.51207304943261e-06
"8619","FBgn0039081",1136.92291082741,128.391392019628,105.019595532433,131.864407771304,378.889568961072,580.664205533369,173.164480351632,349.730930725855,"Irk2","Inwardly rectifying potassium channel 2 [Source:FlyBase gene name;Acc:FBgn0039081]",373.080936465338,2.18402166373508,0.416518107678869,5.24352152636527,1.57540419317536e-07,7.74131199043472e-06
"1061","FBgn0010497",2443.62562127449,1275.82838919695,1433.11933009052,1733.58640280683,5078.157125005,8194.25122818949,1610.77418285311,7581.76782245476,"dmGlut","Dietary and metabolic glutamate transporter [Source:FlyBase gene name;Acc:FBgn0010497]",3668.88876273389,1.94443116504256,0.371007401632533,5.2409497936875,1.597521802729e-07,7.82070375067329e-06
"4336","FBgn0032129",1999.14642484491,5208.95641464425,4902.52152369254,7594.25357409001,2067.41488758008,2674.20173173341,3714.85425971561,2172.41101197472,"jp","junctophilin [Source:FlyBase gene name;Acc:FBgn0032129]",3791.71997853444,-1.26507352755264,0.241690059750762,-5.23428033762424,1.65628911619172e-07,8.07825769681611e-06
"7787","FBgn0037750",409.860277316396,178.478435574345,204.044862457101,123.800908571963,270.12142350966,448.454341096339,152.978744502444,426.955880166831,"Whamy","",276.836859149385,1.2381878782957,0.236771862013678,5.22945534053438,1.70010162951678e-07,8.26123458491118e-06
"3562","FBgn0030914",48.6761505919027,127.25787941661,150.399435520581,127.798187256255,53.6753122486633,82.3422916332286,115.498983528958,59.3340228713068,"CG6106","",95.6227828834382,-1.09658109540982,0.209861647786491,-5.2252572443606,1.73913152316104e-07,8.41970685751764e-06
"930","FBgn0005664",179.341448164236,10558.2132908228,6225.01804357826,40716.4315586489,40.5731579881423,84.2810960851489,5545.86658529695,1201.39368790297,"Cry","Crystallin [Source:FlyBase gene name;Acc:FBgn0005664]",8068.88985856093,-5.38792843831875,1.03128773869064,-5.22446668973244,1.74657764379819e-07,8.42466863479126e-06
"6562","FBgn0035845",69.2161806040271,411.203638690315,478.725643337846,1071.91982757647,140.629826838464,102.393776642588,243.620588300404,71.3173243100341,"CG13675","",323.628350787518,-2.52343342128608,0.484969035548404,-5.203287707704,1.95793390907016e-07,9.40955783406613e-06
"5733","FBgn0034484",64.4377835580826,187.317846767188,167.741532437544,265.652288381339,41.2057468975185,84.7202442273517,133.239714049066,56.847588587434,"CG11044","",125.14534311319,-1.61340653431858,0.310437262879288,-5.1972064157322,2.02305684755181e-07,9.68704592696339e-06
"2702","FBgn0028983",1479.11784122422,383.46773860757,613.157084386375,606.321069094884,1346.20650784166,1596.56980451373,847.985364142343,1439.5182422299,"Spn55B","Serpin 55B [Source:FlyBase gene name;Acc:FBgn0028983]",1039.04295650508,1.25912323377248,0.242457598326859,5.19316879512702,2.06744578953066e-07,9.86359591223355e-06
"6532","FBgn0035791",2116.50009015919,1065.94909567817,1107.05122690106,858.673247518136,4345.21919948154,6249.88627928636,1212.10230451956,2624.3767932867,"CG8539","",2447.46977960384,1.85357099587704,0.357189126480003,5.18932648970437,2.1105606089042e-07,9.99659032087476e-06
"3686","FBgn0031097",20311.749055963,9010.9883712236,12064.4276206068,4849.54722216265,27566.1281901557,26752.8396194216,8133.57708001369,21090.5425799594,"obst-A","obstructor-A [Source:FlyBase gene name;Acc:FBgn0031097]",16222.4749674383,1.49083112851691,0.288583478049839,5.16603077415069,2.39117438153513e-07,1.12445189554627e-05
"3319","FBgn0030558",573.156464351341,6.41319779250949,6.1599356769108,7.31210390151025,86.0128111493139,45.4923615248589,11.8508964181499,42.6654365126028,"CG1461","",97.3829009158996,4.55832210087723,0.883298010827534,5.16057100208647,2.46197765112987e-07,1.15361238510085e-05
"8050","FBgn0038181",560.101589080884,3583.57719194658,3503.1459209361,17464.7194033213,167.758705059065,675.330646756376,2517.58817178042,764.626999578392,"CG9297","",3654.60607855738,-3.64241879832087,0.706015503001175,-5.15912013665061,2.48113073282302e-07,1.15844965176648e-05
"8615","FBgn0039073",3933.90148229759,1270.3004856519,1859.20502687631,1375.86375354472,3354.13335488058,5426.39202434744,2248.29779547683,3785.26394354408,"CG4408","",2906.66973332743,1.28904118968761,0.250546384836573,5.14492033292928,2.67634363706483e-07,1.24516413185428e-05
"7038","FBgn0036619",104.435311634899,1250.89400917502,3590.48377429801,15910.2780134522,58.0767447204756,62.2223454648436,1274.0746584762,484.399021000843,"Cpr72Ec","Cuticular protein 72Ec [Source:FlyBase gene name;Acc:FBgn0036619]",2841.85798477781,-4.95687028065826,0.963886025545869,-5.14258963122852,2.70977089871259e-07,1.246161355392e-05
"11591","FBgn0260234",69.0700871288096,308.46901187225,294.295568395014,750.474310934599,27.4958892411802,71.2852796643905,300.62413557759,113.746785646208,"CG42508","",241.932633557505,-2.55459851371633,0.49665321227249,-5.14362627803713,2.69485366748352e-07,1.246161355392e-05
"11659","FBgn0260657",766.926732054256,1916.00496964908,1879.85311796329,3511.65500306279,1111.06251113658,954.791145519154,1993.09965869027,781.071795044713,"CG42540","",1614.30811664002,-1.36380504828003,0.265222061695963,-5.142125204665,2.71647978385757e-07,1.246161355392e-05
"3197","FBgn0030348",37.8792926498854,120.954026567834,114.85070638787,105.91922045301,67.4422402160733,59.0016871032468,130.860543832823,60.6822803241726,"CG10352","",87.1987496918643,-1.06683825644105,0.207864100398586,-5.13238339085661,2.86095979455173e-07,1.29881634963733e-05
"8779","FBgn0039313",6.17077060872704,4.16154585199127,6.65647464430945,7.60058260498485,128.920763633377,200.782213843227,11.1640647386779,995.355923453809,"CG11892","",170.101542422388,5.49697701028818,1.07343340016811,5.12092972831599,3.04032936239164e-07,1.37548693912339e-05
"3603","FBgn0030981",161.314788220744,508.559092588128,521.576570305591,1616.4995333911,190.31016798634,134.267094533639,455.739225485011,109.986531264825,"CG14191","",462.281625471923,-2.3803137513143,0.466035435278978,-5.10758103595577,3.26309169491281e-07,1.46615626839918e-05
"4967","FBgn0033222",220.905842136862,31.6235910237128,85.3928798856263,33.8269290628087,141.544980914121,434.193556108143,66.5292766998271,375.320824052456,"CG12824","",173.667234985445,2.43653115950089,0.477549358241205,5.10215565669387,3.35806372449678e-07,1.5036790466006e-05
"2712","FBgn0028999",515.066901816314,213.103305539539,240.422564589367,120.970614586901,480.325574054579,742.956252664682,272.378853492644,881.300717215158,"nerfin-1","nervous fingers 1 [Source:FlyBase gene name;Acc:FBgn0028999]",433.315597994898,1.63040600917132,0.320415210846332,5.08841638592884,3.61065912831694e-07,1.61128733889518e-05
"11070","FBgn0085265",125.080369597,36.7976230133896,60.6347920494838,32.620746828649,134.83676276762,447.264677689282,55.56784216913,324.168302597151,"CG34236","",152.121389588963,2.47788875087992,0.487305203849492,5.08488054571492,3.67857514571888e-07,1.63603070887565e-05
"1777","FBgn0022160",1029.82569641887,5044.61841904713,3893.75898369998,10770.1003308257,1017.84311233221,1477.58297730315,2430.65510475469,1101.9981514828,"Gpo-1","Glycerophosphate oxidase-1 [Source:FlyBase gene name;Acc:FBgn0022160]",3345.79784698307,-2.25846525472722,0.444715400897745,-5.07845073538731,3.80525071649449e-07,1.68665166893269e-05
"1566","FBgn0016650",97.1999673757445,50.9218193228708,48.7627132511693,69.8306210456578,231.834919100203,441.608077566748,51.7240497158759,529.258468812161,"Lgr1","Leucine-rich repeat-containing G protein-coupled receptor 1 [Source:FlyBase gene name;Acc:FBgn0016650]",190.142579523804,2.55403584175912,0.503031346498725,5.07728963520088,3.82857023871759e-07,1.69127412565572e-05
"4273","FBgn0032025",1737.09165726271,490.810397621355,590.387947053311,554.937012575751,799.408828522917,1808.54354158583,615.328424565157,2046.11595684225,"CG7778","",1080.32797075366,1.50542224262218,0.297056416833679,5.06779910250202,4.02441820291926e-07,1.76589855592979e-05
"5056","FBgn0033367",54.196032726371,95.3286894010408,84.9582445351842,145.575204161873,44.94907257335,38.6032783820719,156.238578532682,44.1227991650398,"PPO2","Prophenoloxidase 2 [Source:FlyBase gene name;Acc:FBgn0033367]",82.9964874347016,-1.40421282893257,0.277807680512435,-5.0546220548777,4.31243897976738e-07,1.88597331381827e-05
"10731","FBgn0053519",2633.26628000755,12364.022349113,9269.52527957071,23137.8781400319,2802.67070098317,3469.6831381507,5341.3924407151,2286.85214301334,"Unc-89","Unc-89 [Source:FlyBase gene name;Acc:FBgn0053519]",7663.16130894818,-2.16268361873522,0.428803218342429,-5.04353401799369,4.5701147333094e-07,1.99202343192755e-05
"3758","FBgn0031232",42.925409724552,166.095679038372,133.380174816276,265.200435378861,39.973282106349,64.233164028047,104.183280407174,51.7117684799487,"CG11617","",108.462899247447,-1.75369398309851,0.348191449914587,-5.03657968490812,4.73923868174674e-07,2.05890104319593e-05
"7272","FBgn0036969",38.9438431278262,18.2162290909442,15.4730384070966,17.9754531437344,42.1616189232601,42.9263553720774,10.3237292570178,40.0641696484805,"Spn77Bb","Serpin 77Bb [Source:FlyBase gene name;Acc:FBgn0036969]",28.2605546213047,1.3827327898981,0.274801698073287,5.03174761871137,4.86028827268932e-07,2.09759809663434e-05
"8315","FBgn0038595",553.054209451628,179.737583064766,278.376517515046,208.086695017243,363.472987483169,469.934474572356,253.616827736565,483.204256753359,"CG7142","",348.685443949267,1.02606891668533,0.204037062617633,5.02883595520188,4.93466326221563e-07,2.12271416394325e-05
"4053","FBgn0031692",173.132108255591,574.79166593374,570.722512439258,1706.29390325858,93.5034057383637,227.301031781016,643.663916054824,207.132764514562,"TpnC25D","Troponin C at 25D [Source:FlyBase gene name;Acc:FBgn0031692]",524.567663496992,-2.31839157275271,0.461962815547756,-5.01856750094433,5.20582019911897e-07,2.23203794158303e-05
"5413","FBgn0033949",788.486664913989,83.6082160931183,85.1333607666161,59.6136965352319,280.172623452626,427.191268958942,166.271371336524,335.896137164591,"CG10131","",278.296667402705,2.2170134642995,0.442527156613273,5.00989245782482,5.44604596044582e-07,2.32743071664655e-05
"3734","FBgn0031184",63.8277886611264,205.502455338976,241.127074887871,562.852611573427,73.865877355353,84.3024486626002,189.298003995959,81.074229393938,"CG14615","",187.731311233656,-1.98438580374032,0.396236834068718,-5.00808010038808,5.49756566113525e-07,2.34182017773034e-05
"6230","FBgn0035280",272.305402579669,792.932351435813,883.100873844121,2419.12029430298,255.237002897028,140.119502034251,646.626996545656,93.5075598207391,"Cpr62Bb","Cuticular protein 62Bb [Source:FlyBase gene name;Acc:FBgn0035280]",687.868747932532,-2.63909790697348,0.527497925009926,-5.00304888767821,5.64306226838483e-07,2.39601867188379e-05
"9289","FBgn0040364",588.65732489136,220.600346667531,386.523597669982,281.838532507463,563.959799963068,989.63142085329,208.795843084471,863.618172276869,"CG11378","",512.953129739254,1.45370549005919,0.290791796493732,4.99912826836064,5.75900841434998e-07,2.43736098052489e-05
"7690","FBgn0037615",385.669011301902,1397.30441624194,1345.41523255284,1827.53845047845,528.203821055521,530.873797211224,716.655525661532,459.562193282141,"CG11760","",898.902805973193,-1.47345535874854,0.294907108956126,-4.99633719907291,5.84294575886049e-07,2.46493403074758e-05
"11187","FBgn0085447",1653.69814105228,3516.37822926503,3565.94755313017,5794.75447083577,2190.51577970514,2117.84242137292,3564.5746289639,1777.75194622101,"sif","still life [Source:FlyBase gene name;Acc:FBgn0085447]",3022.68289631828,-1.08704536416311,0.21797526858864,-4.98701238540309,6.13201357399069e-07,2.56216618123433e-05
"12024","FBgn0262035",337.295671748575,90.7816196253106,128.843542974846,105.265125575691,162.332887994131,305.476801379945,114.204186154664,316.381413739393,"CG42846","",195.072656149069,1.35472063311161,0.272148782060194,4.97786770477618,6.42885713443285e-07,2.67767001916695e-05
"3427","FBgn0030707",3.21911205470769,29.5534833797029,35.8879434378555,112.057631068147,2.68992587027965,6.74931095970806,34.9313195298152,9.38377968824401,"CG8916","",29.3090632485575,-3.27179431934089,0.662350208575174,-4.93967432482443,7.82531577904778e-07,3.19838451779149e-05
"2182","FBgn0026255",118.52905678302,512.419863040768,477.549396800535,1156.02902312816,156.612196921399,206.085095666961,383.396269395956,178.974546247946,"clumsy","clumsy [Source:FlyBase gene name;Acc:FBgn0026255]",398.699430998093,-1.93837179860734,0.392764734450293,-4.93519816976504,8.00694182838151e-07,3.26245580088091e-05
"417","FBgn0002773",10044.6166398372,51638.4528339255,46669.4641418651,138454.021167136,13827.4403552988,16891.0457702306,31925.6355318771,14483.1868634217,"Mlc2","Myosin light chain 2 [Source:FlyBase gene name;Acc:FBgn0002773]",40491.732912949,-2.28198239622798,0.462893230426901,-4.92982451725085,8.23035126761719e-07,3.34310243440054e-05
"1135","FBgn0011286",2553.83936239262,7776.29166843464,6950.59595078778,14327.5739656457,3308.68361576724,3086.87920261893,5323.84270403094,2540.59317484688,"RyR","Ryanodine receptor [Source:FlyBase gene name;Acc:FBgn0011286]",5733.5374555656,-1.58115482669565,0.32124780547748,-4.92191635160132,8.57008460325035e-07,3.45967723060445e-05
"7292","FBgn0036997",81.9410842394261,342.894333811037,235.309947907586,183.500586743336,80.5652492418147,93.3460187496031,296.06006837926,141.812307539152,"CG5955","",181.928699576402,-1.41164322469583,0.288396206619719,-4.89480510593967,9.84031994700474e-07,3.9361279788019e-05
