"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"6550","FBgn0042630",3.706608305,3.634249898,27.16290224,4.23e-09,8.29e-09,11.83428409
"6551","FBgn0024366",6.652130426,6.674949606,27.16222845,4.23e-09,8.29e-09,11.69725773
"6552","FBgn0034788",3.689928545,3.738901579,27.15409483,4.24e-09,8.31e-09,11.83207654
"6553","FBgn0026143",3.612178112,3.687457414,27.15076509,4.24e-09,8.31e-09,11.83277812
"6554","FBgn0015571",5.791042343,5.965998008,27.14667682,4.25e-09,8.32e-09,11.73637541
"6555","FBgn0031886",3.262603052,3.231840811,27.1434459,4.25e-09,8.33e-09,11.83423501
"6556","FBgn0032225",3.290812825,3.222162953,27.11154589,4.29e-09,8.4e-09,11.82510622
"6557","FBgn0037217",5.349505277,5.428217257,27.11064746,4.29e-09,8.4e-09,11.75240205
"6558","FBgn0030801",2.841916039,2.798499804,27.10969305,4.29e-09,8.4e-09,11.81586739
"6559","FBgn0040507",3.947363017,3.056643778,27.08883748,4.32e-09,8.45e-09,11.805157
"6560","FBgn0032741",3.900875588,3.867900265,27.08035146,4.33e-09,8.47e-09,11.80427652
"6561","FBgn0260499",5.014213894,5.455757597,27.07678278,4.33e-09,8.48e-09,11.75943328
"6562","FBgn0026439",5.282118863,5.624547097,27.07343576,4.34e-09,8.49e-09,11.74425695
"6563","FBgn0030251",5.406970135,5.354361716,27.06967665,4.34e-09,8.5e-09,11.73593122
"6564","FBgn0038037",3.957564397,4.201539586,27.06840169,4.34e-09,8.5e-09,11.79871582
"6565","FBgn0038387",3.686613788,3.874564244,27.06868797,4.34e-09,8.5e-09,11.80722604
"6566","FBgn0030156",3.71981539,3.433284985,27.06588153,4.35e-09,8.5e-09,11.80547825
"6567","FBgn0031518",3.194117646,2.608238981,27.05901969,4.35e-09,8.52e-09,11.80946674
"6568","FBgn0037708",2.750027128,2.709507166,27.05400542,4.36e-09,8.53e-09,11.796416
"6569","FBgn0050109",4.028650805,4.130169656,27.0456562,4.37e-09,8.55e-09,11.78974475
"6570","FBgn0028700",3.647061685,3.610093273,27.03787326,4.38e-09,8.57e-09,11.79891654
"6571","FBgn0262476",3.505707956,3.709398483,27.0257043,4.4e-09,8.59e-09,11.79843819
"6572","FBgn0037746",5.464872385,5.507371132,27.00086385,4.43e-09,8.66e-09,11.71160059
"6573","FBgn0053635",2.764783991,2.620590806,27.0000058,4.43e-09,8.66e-09,11.78165266
"6574","FBgn0259241",3.093413882,3.291692395,26.98874164,4.44e-09,8.68e-09,11.78809225
"6575","FBgn0260959",7.049261047,7.247108811,26.9877182,4.45e-09,8.68e-09,11.63086147
"6576","FBgn0036771",4.48760645,4.573433104,26.98741676,4.45e-09,8.68e-09,11.75510958
"6577","FBgn0033916",5.947477242,6.058435442,26.97646911,4.46e-09,8.71e-09,11.67430426
"6578","FBgn0039277",2.709898741,2.796610746,26.97507704,4.46e-09,8.71e-09,11.77231048
"6579","FBgn0262018",3.670018754,4.018588145,26.97407499,4.46e-09,8.71e-09,11.77972959
"6580","FBgn0262976",4.997983138,4.865965814,26.96354481,4.48e-09,8.74e-09,11.72584558
"6581","FBgn0033945",4.050777409,3.432994544,26.96284603,4.48e-09,8.74e-09,11.76452738
"6582","FBgn0033750",3.144037971,3.111452986,26.9575423,4.48e-09,8.75e-09,11.77983857
"6583","FBgn0031263",6.077216033,5.928651349,26.95397059,4.49e-09,8.76e-09,11.65954393
"6584","FBgn0034335",4.505154138,4.258338861,26.94362482,4.5e-09,8.78e-09,11.74126847
"6585","FBgn0033234",6.677516737,6.581788835,26.9346823,4.51e-09,8.81e-09,11.62542443
"6586","FBgn0036336",3.089330566,3.142444254,26.93379488,4.52e-09,8.81e-09,11.77229702
"6587","FBgn0032900",4.194519425,4.052644297,26.9283624,4.52e-09,8.82e-09,11.74872145
"6588","FBgn0037535",2.825747482,2.980546696,26.92817847,4.52e-09,8.82e-09,11.7638718
"6589","FBgn0035176",5.464717644,5.355953799,26.9220674,4.53e-09,8.83e-09,11.68724644
"6590","FBgn0262867",7.245951437,6.631384013,26.92125266,4.53e-09,8.83e-09,11.60481063
"6591","FBgn0259167",4.771241859,4.415193353,26.9140061,4.54e-09,8.85e-09,11.72127258
"6592","FBgn0052499",8.095671324,7.54643121,26.90773662,4.55e-09,8.87e-09,11.57429964
"6593","FBgn0032343",3.872707022,3.561692549,26.88559534,4.58e-09,8.92e-09,11.74765378
"6594","FBgn0030482",4.143215113,4.139010675,26.87882089,4.59e-09,8.94e-09,11.73578275
"6595","FBgn0004406",3.336025279,3.363300344,26.86717215,4.6e-09,8.97e-09,11.75405545
"6596","FBgn0032100",2.842753311,2.937604063,26.86716663,4.6e-09,8.97e-09,11.74720467
"6597","FBgn0086445",2.685804891,2.691084376,26.86711083,4.6e-09,8.97e-09,11.74070645
"6598","FBgn0051774",3.709136291,3.941722605,26.85991667,4.61e-09,8.98e-09,11.74486729
"6599","FBgn0026666",4.084967483,4.258192327,26.84407164,4.64e-09,9.02e-09,11.72755798
"6600","FBgn0028540",5.202194526,5.421393062,26.8419486,4.64e-09,9.03e-09,11.67798411
"6601","FBgn0035675",3.137524858,3.144214784,26.8414062,4.64e-09,9.03e-09,11.74623309
"6602","FBgn0004003",5.626038413,5.455740923,26.83335031,4.65e-09,9.05e-09,11.65095378
"6603","FBgn0040964",3.155529612,3.189641734,26.8193371,4.67e-09,9.08e-09,11.73997821
"6604","FBgn0034986",3.809158782,4.019469403,26.81784336,4.67e-09,9.09e-09,11.72913605
"6605","FBgn0004379",5.059883169,5.155207109,26.81100587,4.68e-09,9.1e-09,11.67575901
"6606","FBgn0042125",4.732422965,4.801453366,26.80390885,4.69e-09,9.12e-09,11.6892608
"6607","FBgn0052600",3.609696973,3.897519117,26.80401336,4.69e-09,9.12e-09,11.73099248
"6608","FBgn0036977",3.508958482,1.120481559,26.80230722,4.69e-09,9.12e-09,11.73271209
"6609","FBgn0032140",5.476533342,5.270710728,26.7976661,4.7e-09,9.13e-09,11.6485094
"6610","FBgn0029999",3.277463908,3.184123477,26.79409518,4.7e-09,9.14e-09,11.73295083
"6611","FBgn0030460",3.359342519,3.528426805,26.79218542,4.71e-09,9.14e-09,11.73192988
"6612","FBgn0024909",4.205243159,4.188210541,26.78346747,4.72e-09,9.17e-09,11.70475857
"6613","FBgn0004507",6.717990414,6.719815598,26.77111109,4.74e-09,9.2e-09,11.57292021
"6614","FBgn0032194",4.334680856,4.150729502,26.76557075,4.74e-09,9.21e-09,11.69412344
"6615","FBgn0037902",3.615069239,3.777361678,26.76395739,4.75e-09,9.21e-09,11.71890156
"6616","FBgn0000018",3.453728528,3.477641593,26.75773067,4.75e-09,9.23e-09,11.72050482
"6617","FBgn0264753",7.651083983,7.09820118,26.75432311,4.76e-09,9.24e-09,11.53953561
"6618","FBgn0036449",6.12311286,6.057275141,26.75027047,4.76e-09,9.25e-09,11.59407066
"6619","FBgn0260997",4.400353973,4.287668123,26.71977567,4.81e-09,9.33e-09,11.67763349
"6620","FBgn0259742",4.842252087,4.865121783,26.71857674,4.81e-09,9.33e-09,11.65821898
"6621","FBgn0036196",6.87673352,6.912824456,26.71509486,4.81e-09,9.34e-09,11.5504639
"6622","FBgn0050295",3.285742562,3.297860365,26.71071116,4.82e-09,9.35e-09,11.7084966
"6623","FBgn0034245",4.548392414,4.984893031,26.70364474,4.83e-09,9.37e-09,11.66663718
"6624","FBgn0032587",5.47315276,5.348592397,26.69626512,4.84e-09,9.39e-09,11.61740568
"6625","FBgn0037543",3.278626322,3.245488338,26.68248015,4.86e-09,9.42e-09,11.70025694
"6626","FBgn0051793",3.761262246,3.860148988,26.66808322,4.88e-09,9.46e-09,11.68575057
"6627","FBgn0011653",7.360748041,6.889508409,26.66713028,4.88e-09,9.46e-09,11.52151265
"6628","FBgn0062449",4.913424657,5.001900318,26.66402572,4.89e-09,9.47e-09,11.63811068
"6629","FBgn0035063",3.035137094,3.0243011,26.65244009,4.9e-09,9.5e-09,11.69005896
"6630","FBgn0032010",5.691176165,5.888927221,26.6467247,4.91e-09,9.52e-09,11.58837025
"6631","FBgn0000346",5.074530633,5.311837959,26.62264388,4.95e-09,9.58e-09,11.61725276
"6632","FBgn0001319",3.733196211,3.657850722,26.61778764,4.95e-09,9.59e-09,11.67185429
"6633","FBgn0027544",3.408366917,3.583066165,26.60913118,4.97e-09,9.62e-09,11.67736783
"6634","FBgn0031878",7.112901812,7.286743529,26.59886233,4.98e-09,9.64e-09,11.50694422
"6635","FBgn0262560",3.330042441,3.244391885,26.59259972,4.99e-09,9.66e-09,11.67343497
"6636","FBgn0025628",7.217317849,7.14939,26.58572353,5e-09,9.68e-09,11.49990182
"6637","FBgn0038788",5.03480061,5.089684551,26.57705896,5.01e-09,9.7e-09,11.6052393
"6638","FBgn0032707",4.809611234,5.33984499,26.57383721,5.02e-09,9.71e-09,11.61561663
"6639","FBgn0034001",2.771174485,3.014843803,26.56108476,5.04e-09,9.75e-09,11.65694654
"6640","FBgn0259239",3.414222822,3.517772494,26.53654808,5.07e-09,9.82e-09,11.65565893
"6641","FBgn0030833",3.638715453,3.646084772,26.53107436,5.08e-09,9.83e-09,11.6485113
"6642","FBgn0037852",5.483897164,5.128075723,26.52680505,5.09e-09,9.84e-09,11.56443704
"6643","FBgn0039023",3.685262409,3.792439086,26.49864329,5.13e-09,9.92e-09,11.63728198
"6644","FBgn0031449",5.25099513,5.325967354,26.49536525,5.14e-09,9.93e-09,11.56762446
"6645","FBgn0035497",8.784269645,8.99707772,26.44893813,5.21e-09,1.01e-08,11.41705731
"6646","FBgn0035538",4.267932964,4.626693715,26.43269304,5.23e-09,1.01e-08,11.59514473
"6647","FBgn0039723",3.94352635,3.935466468,26.41800057,5.25e-09,1.02e-08,11.60393697
"6648","FBgn0034422",3.686769472,3.758302022,26.41480744,5.26e-09,1.02e-08,11.61212723
"6649","FBgn0032261",3.63544802,3.862961394,26.41453383,5.26e-09,1.02e-08,11.61370942
"6650","FBgn0033657",3.087798401,3.243624137,26.39162164,5.3e-09,1.02e-08,11.61430145
"6651","FBgn0038576",4.47405667,4.603385296,26.38954494,5.3e-09,1.02e-08,11.57317545
"6652","FBgn0011704",5.663351516,5.708048651,26.36568465,5.34e-09,1.03e-08,11.50135812
"6653","FBgn0041186",3.983453653,4.093985438,26.36256175,5.34e-09,1.03e-08,11.58511126
"6654","FBgn0037625",3.158025718,3.264930516,26.36277649,5.34e-09,1.03e-08,11.60608073
"6655","FBgn0030945",3.831551935,3.93597092,26.35736519,5.35e-09,1.03e-08,11.58958269
"6656","FBgn0038725",4.952583692,5.045892539,26.35272977,5.36e-09,1.03e-08,11.53970895
"6657","FBgn0261953",4.561312844,4.607998401,26.35058638,5.36e-09,1.03e-08,11.55722753
"6658","FBgn0002924",5.06436769,5.163847045,26.34291681,5.37e-09,1.04e-08,11.53041843
"6659","FBgn0039946",2.96675867,2.952822858,26.34160863,5.38e-09,1.04e-08,11.59819129
"6660","FBgn0032513",5.331663539,5.578164837,26.31865444,5.41e-09,1.04e-08,11.50787826
"6661","FBgn0031597",3.184569827,3.104638726,26.3182398,5.41e-09,1.04e-08,11.59285594
"6662","FBgn0083983",2.727214031,3.043378419,26.31496515,5.42e-09,1.04e-08,11.58434634
"6663","FBgn0034602",4.136958135,3.711886225,26.31392929,5.42e-09,1.04e-08,11.56436729
"6664","FBgn0028932",3.465134913,3.37290954,26.31403465,5.42e-09,1.04e-08,11.58794853
"6665","FBgn0034210",4.144047645,4.189156266,26.311093,5.42e-09,1.05e-08,11.56291041
"6666","FBgn0037410",6.742636744,5.511639584,26.30964774,5.43e-09,1.05e-08,11.42588752
"6667","FBgn0035623",4.178913225,3.863493103,26.301574,5.44e-09,1.05e-08,11.55876127
"6668","FBgn0040850",4.154341064,3.93688332,26.27929399,5.48e-09,1.05e-08,11.55254839
"6669","FBgn0030970",3.45587617,3.429945218,26.27535816,5.48e-09,1.06e-08,11.57651835
"6670","FBgn0023506",3.969184378,4.022191194,26.25756991,5.51e-09,1.06e-08,11.55364774
"6671","FBgn0260779",3.454385294,3.588707451,26.24793511,5.53e-09,1.06e-08,11.56823414
"6672","FBgn0259896",4.477331696,4.21091263,26.23689987,5.55e-09,1.07e-08,11.52602357
"6673","FBgn0011660",4.219980946,4.208894381,26.2344671,5.55e-09,1.07e-08,11.53608337
"6674","FBgn0034756",3.629804491,3.506099573,26.2310754,5.56e-09,1.07e-08,11.55848492
"6675","FBgn0011746",4.050265219,4.08009011,26.22587831,5.56e-09,1.07e-08,11.54061468
"6676","FBgn0027505",7.115249651,7.32626556,26.21665118,5.58e-09,1.07e-08,11.38497783
"6677","FBgn0033821",4.143577401,4.147440489,26.20903007,5.59e-09,1.08e-08,11.53180818
"6678","FBgn0035194",2.947616316,2.927656216,26.20851639,5.59e-09,1.08e-08,11.55862575
"6679","FBgn0051869",6.289187523,6.066036782,26.20491127,5.6e-09,1.08e-08,11.41200923
"6680","FBgn0029746",4.002807122,4.119227974,26.20258037,5.6e-09,1.08e-08,11.53548497
"6681","FBgn0036116",5.408372089,5.191415123,26.19081901,5.62e-09,1.08e-08,11.46336969
"6682","FBgn0033381",4.66123707,4.709988102,26.16946562,5.66e-09,1.09e-08,11.49629108
"6683","FBgn0029714",3.21822743,3.180571597,26.15795756,5.68e-09,1.09e-08,11.54485266
"6684","FBgn0030757",4.202535849,4.203334994,26.15565593,5.68e-09,1.09e-08,11.51245739
"6685","FBgn0028550",4.571706293,4.396470168,26.15481863,5.68e-09,1.09e-08,11.49617376
"6686","FBgn0034390",4.98555426,5.318277303,26.1453281,5.7e-09,1.1e-08,11.47270694
"6687","FBgn0031470",3.99511765,3.9558424,26.1438931,5.7e-09,1.1e-08,11.51741564
"6688","FBgn0085339",6.569741577,6.774444878,26.13965517,5.71e-09,1.1e-08,11.37777959
"6689","FBgn0053465",3.48279005,3.330307496,26.13759248,5.71e-09,1.1e-08,11.53435184
"6690","FBgn0038893",2.983514013,3.000814263,26.1368191,5.71e-09,1.1e-08,11.53789123
"6691","FBgn0035262",5.677920882,5.87037153,26.11836044,5.75e-09,1.1e-08,11.42232842
"6692","FBgn0261245",3.687117568,3.833545801,26.11819924,5.75e-09,1.1e-08,11.52167091
"6693","FBgn0024150",3.260422789,3.294406203,26.11655079,5.75e-09,1.1e-08,11.53205034
"6694","FBgn0001296",6.062158536,6.12370437,26.11392158,5.75e-09,1.1e-08,11.39625141
"6695","FBgn0040636",4.494564912,4.214665585,26.11309423,5.76e-09,1.1e-08,11.48649164
"6696","FBgn0038020",4.103551776,4.183104985,26.11179838,5.76e-09,1.1e-08,11.50322741
"6697","FBgn0037750",3.832810747,3.220513048,26.10948524,5.76e-09,1.11e-08,11.51350588
"6698","FBgn0261086",3.166723002,3.286620735,26.10474326,5.77e-09,1.11e-08,11.52915337
"6699","FBgn0010399",3.240174013,3.62189345,26.10189351,5.77e-09,1.11e-08,11.5278357
"6700","FBgn0039013",3.329075473,3.225060153,26.0961937,5.78e-09,1.11e-08,11.52501249
"6701","FBgn0029915",3.538873118,3.528282965,26.08306255,5.81e-09,1.11e-08,11.51583202
"6702","FBgn0036676",2.698073045,3.071816252,26.0702135,5.83e-09,1.12e-08,11.51179283
"6703","FBgn0031191",4.579526136,4.681959873,26.05441475,5.86e-09,1.12e-08,11.46409949
"6704","FBgn0050438",5.330491076,5.134575945,26.05340933,5.86e-09,1.12e-08,11.42451378
"6705","FBgn0037416",9.392596212,8.664241921,26.05022116,5.86e-09,1.12e-08,11.28511933
"6706","FBgn0004169",7.685122238,8.694417129,26.04017527,5.88e-09,1.13e-08,11.30985107
"6707","FBgn0036125",7.223114094,7.286635767,26.02981375,5.9e-09,1.13e-08,11.32157636
"6708","FBgn0001259",4.386824837,4.332821818,26.02939475,5.9e-09,1.13e-08,11.4649353
"6709","FBgn0032790",3.178387661,3.077577991,26.02025916,5.92e-09,1.13e-08,11.50374547
"6710","FBgn0086608",2.754994049,2.619260315,26.00052181,5.95e-09,1.14e-08,11.49314099
"6711","FBgn0036406",2.535971658,2.538404432,25.99577251,5.96e-09,1.14e-08,11.48400929
"6712","FBgn0033527",3.080485336,3.060737075,25.99253458,5.97e-09,1.14e-08,11.4955254
"6713","FBgn0263131",3.01869718,3.064987072,25.98932574,5.97e-09,1.14e-08,11.49421499
"6714","FBgn0030629",3.746758037,3.710619699,25.98229211,5.99e-09,1.15e-08,11.47765784
"6715","FBgn0038070",4.02726131,3.869165334,25.97588733,6e-09,1.15e-08,11.46431658
"6716","FBgn0261526",6.410269483,5.967437066,25.9640526,6.02e-09,1.15e-08,11.32834143
"6717","FBgn0030803",4.564569342,4.690160488,25.94102122,6.06e-09,1.16e-08,11.42901743
"6718","FBgn0003268",4.890199559,4.887788694,25.92416494,6.09e-09,1.16e-08,11.4075876
"6719","FBgn0052183",3.244961138,3.344654554,25.9050844,6.13e-09,1.17e-08,11.46830088
"6720","FBgn0262477",3.056422639,3.097313476,25.90249746,6.13e-09,1.17e-08,11.46837447
"6721","FBgn0263143",3.174139239,3.103812395,25.90027173,6.14e-09,1.17e-08,11.46745136
"6722","FBgn0261625",5.323952491,5.440632163,25.8977766,6.14e-09,1.17e-08,11.37479667
"6723","FBgn0037526",3.210566182,3.245744356,25.88196785,6.17e-09,1.18e-08,11.46159212
"6724","FBgn0033665",4.401920044,4.087405542,25.8809456,6.17e-09,1.18e-08,11.41733143
"6725","FBgn0037809",2.880891961,2.826230457,25.87975947,6.17e-09,1.18e-08,11.45990413
"6726","FBgn0003319",6.625471557,5.957185569,25.87779325,6.18e-09,1.18e-08,11.29129541
"6727","FBgn0003525",6.741172282,6.888683061,25.8686463,6.2e-09,1.18e-08,11.28356738
"6728","FBgn0040077",4.647488737,4.751147922,25.86517228,6.2e-09,1.18e-08,11.40118429
"6729","FBgn0034276",5.686076942,5.498518904,25.86323328,6.21e-09,1.18e-08,11.33951368
"6730","FBgn0085420",3.333409583,3.489603752,25.86285671,6.21e-09,1.18e-08,11.45402625
"6731","FBgn0028999",4.579811749,3.747663561,25.85814778,6.21e-09,1.19e-08,11.4023772
"6732","FBgn0034365",3.274678025,3.150675016,25.85725068,6.22e-09,1.19e-08,11.45338
"6733","FBgn0259985",3.953845529,4.190055709,25.85631514,6.22e-09,1.19e-08,11.43004565
"6734","FBgn0034528",3.463044955,3.435440225,25.85133731,6.23e-09,1.19e-08,11.44724856
"6735","FBgn0030657",3.288768333,3.301569253,25.84178562,6.25e-09,1.19e-08,11.44828334
"6736","FBgn0033429",2.514454446,2.526265288,25.8404067,6.25e-09,1.19e-08,11.43761086
"6737","FBgn0035337",2.828604825,2.755569858,25.82783144,6.27e-09,1.2e-08,11.44350455
"6738","FBgn0030787",3.430820596,3.306471103,25.79809733,6.33e-09,1.21e-08,11.43172523
"6739","FBgn0031282",2.71236872,2.673346799,25.78894689,6.35e-09,1.21e-08,11.42926291
"6740","FBgn0035078",6.255839855,6.062761975,25.78164669,6.36e-09,1.21e-08,11.27741282
"6741","FBgn0036169",4.331708561,4.333635113,25.77695334,6.37e-09,1.21e-08,11.3878077
"6742","FBgn0042182",3.19750072,3.126847905,25.775254,6.37e-09,1.21e-08,11.42922613
"6743","FBgn0052022",3.990306271,4.072067997,25.74472712,6.43e-09,1.23e-08,11.39322863
"6744","FBgn0051324",4.014710372,3.740499038,25.74325305,6.44e-09,1.23e-08,11.39229641
"6745","FBgn0262685",3.502206764,2.064090316,25.73618367,6.45e-09,1.23e-08,11.41083725
"6746","FBgn0265180",6.322227824,6.904227138,25.72396289,6.47e-09,1.23e-08,11.25480703
"6747","FBgn0039233",3.038063152,3.105696013,25.70697925,6.51e-09,1.24e-08,11.40922222
"6748","FBgn0050419",3.130239145,3.19962286,25.70592652,6.51e-09,1.24e-08,11.40869017
"6749","FBgn0039509",3.871667859,3.700090982,25.68943009,6.54e-09,1.25e-08,11.38100576
"6750","FBgn0032171",2.83709244,2.794681235,25.68895136,6.54e-09,1.25e-08,11.40193375
"6751","FBgn0031479",3.180747553,3.252355831,25.68443899,6.55e-09,1.25e-08,11.40167569
"6752","FBgn0038466",4.011059914,3.652220015,25.68065653,6.56e-09,1.25e-08,11.37214153
"6753","FBgn0025185",3.576789544,3.40759853,25.66394678,6.59e-09,1.25e-08,11.38534156
"6754","FBgn0035674",3.207751708,3.050973811,25.63742548,6.65e-09,1.26e-08,11.38695068
"6755","FBgn0000052",6.702575432,6.46399951,25.63168819,6.66e-09,1.27e-08,11.20747424
"6756","FBgn0050046",4.308822467,4.268570318,25.62259514,6.68e-09,1.27e-08,11.33997487
"6757","FBgn0036366",2.926646664,2.969412032,25.61857344,6.68e-09,1.27e-08,11.38184886
"6758","FBgn0022246",3.025725223,3.069540729,25.61315224,6.7e-09,1.27e-08,11.38066102
"6759","FBgn0025629",3.647584953,3.606385019,25.60377581,6.72e-09,1.28e-08,11.36391748
"6760","FBgn0032897",5.562477979,5.761543175,25.59918162,6.72e-09,1.28e-08,11.26306966
"6761","FBgn0036569",3.3096115,3.497378491,25.59900233,6.73e-09,1.28e-08,11.37339597
"6762","FBgn0033769",3.398319408,3.685195589,25.59485728,6.73e-09,1.28e-08,11.36979584
"6763","FBgn0036254",4.136729334,4.194669798,25.59260664,6.74e-09,1.28e-08,11.33860467
"6764","FBgn0035481",6.382217844,6.552825592,25.58467752,6.75e-09,1.28e-08,11.20583052
"6765","FBgn0051849",3.081656362,3.016310639,25.57874029,6.77e-09,1.28e-08,11.37006716
"6766","FBgn0266451",5.795346908,5.512533329,25.56857647,6.79e-09,1.29e-08,11.23743235
"6767","FBgn0261112",5.938140367,6.035338201,25.56497177,6.8e-09,1.29e-08,11.22594882
"6768","FBgn0266354",3.587359783,4.062317447,25.56172794,6.8e-09,1.29e-08,11.3531637
"6769","FBgn0034065",2.650388902,2.694686516,25.55589876,6.81e-09,1.29e-08,11.35790518
"6770","FBgn0028424",2.531222478,2.739290097,25.55523098,6.82e-09,1.29e-08,11.35391504
"6771","FBgn0000045",7.444319968,8.599463832,25.53783316,6.85e-09,1.3e-08,11.15347349
"6772","FBgn0031041",3.750798684,3.88786949,25.52983682,6.87e-09,1.3e-08,11.33631469
"6773","FBgn0038472",3.403836689,3.41116167,25.52375921,6.88e-09,1.31e-08,11.34753443
"6774","FBgn0034215",6.179392234,5.99525509,25.5119019,6.91e-09,1.31e-08,11.19290976
"6775","FBgn0039617",3.185760073,3.387738089,25.50666072,6.92e-09,1.31e-08,11.34702127
"6776","FBgn0031655",3.230963354,3.256755769,25.49854629,6.94e-09,1.31e-08,11.34385097
"6777","FBgn0039664",3.002264757,3.024981022,25.49631968,6.94e-09,1.32e-08,11.34494828
"6778","FBgn0266129",4.062613156,4.110657366,25.48939374,6.95e-09,1.32e-08,11.30932167
"6779","FBgn0259711",2.771266655,2.57436631,25.48607029,6.96e-09,1.32e-08,11.33959164
"6780","FBgn0028411",3.460247308,3.447937387,25.48482683,6.96e-09,1.32e-08,11.33348211
"6781","FBgn0038275",3.238139295,3.276574392,25.48266344,6.97e-09,1.32e-08,11.33872521
"6782","FBgn0034406",3.509780175,3.082246832,25.47779999,6.98e-09,1.32e-08,11.33010985
"6783","FBgn0039274",3.058422853,3.037256382,25.47362405,6.99e-09,1.32e-08,11.33790512
"6784","FBgn0052281",2.806913809,2.702446827,25.47155131,6.99e-09,1.32e-08,11.33578317
"6785","FBgn0044030",2.949112472,3.297361757,25.45683415,7.02e-09,1.33e-08,11.33268784
"6786","FBgn0025815",4.784364657,4.876787068,25.45343008,7.03e-09,1.33e-08,11.26221056
"6787","FBgn0038243",4.081594356,4.113406136,25.43726753,7.07e-09,1.34e-08,11.29152583
"6788","FBgn0263118",4.804628234,4.76061742,25.41930951,7.11e-09,1.34e-08,11.25084617
"6789","FBgn0037025",4.764686885,4.758216216,25.40779103,7.13e-09,1.35e-08,11.24842824
"6790","FBgn0038601",3.577544576,3.56230932,25.40686083,7.13e-09,1.35e-08,11.30492816
"6791","FBgn0003091",3.735704097,3.986620024,25.40557695,7.14e-09,1.35e-08,11.29797663
"6792","FBgn0035393",3.096298209,3.080145998,25.38153183,7.19e-09,1.36e-08,11.3093153
"6793","FBgn0036332",2.967950837,2.827966931,25.37822001,7.2e-09,1.36e-08,11.30865473
"6794","FBgn0033584",4.573333286,4.42408991,25.37444239,7.21e-09,1.36e-08,11.24777695
"6795","FBgn0035754",3.317368312,3.322194399,25.37384649,7.21e-09,1.36e-08,11.30314159
"6796","FBgn0052428",4.806983906,4.494794471,25.36976776,7.22e-09,1.36e-08,11.23398107
"6797","FBgn0032124",3.38311204,2.935519145,25.36751614,7.22e-09,1.36e-08,11.29955692
"6798","FBgn0002901",3.694977265,3.566264856,25.36680128,7.22e-09,1.36e-08,11.28724884
"6799","FBgn0004629",7.324098932,7.404459828,25.3617306,7.23e-09,1.37e-08,11.09878939
"6800","FBgn0003312",4.25674717,4.206228172,25.35571217,7.25e-09,1.37e-08,11.25742003
"6801","FBgn0013972",3.831034114,4.224539013,25.35197867,7.26e-09,1.37e-08,11.2766991
"6802","FBgn0030961",2.546832271,2.562859043,25.35023315,7.26e-09,1.37e-08,11.29293789
"6803","FBgn0037482",5.695395836,5.802006619,25.32810514,7.31e-09,1.38e-08,11.16488265
"6804","FBgn0035505",3.914961447,4.354492931,25.32713118,7.31e-09,1.38e-08,11.26454225
"6805","FBgn0030816",4.567098541,4.35163543,25.30088792,7.37e-09,1.39e-08,11.22429999
"6806","FBgn0037876",2.852636196,2.882695636,25.29739911,7.38e-09,1.39e-08,11.28319408
"6807","FBgn0032088",3.138997075,2.277755554,25.29507432,7.38e-09,1.39e-08,11.2821634
"6808","FBgn0039868",2.939492485,2.971370325,25.29033548,7.4e-09,1.4e-08,11.28155022
"6809","FBgn0031628",2.646021367,2.593900494,25.28857876,7.4e-09,1.4e-08,11.27709688
"6810","FBgn0025885",6.392820314,6.492318488,25.26591262,7.45e-09,1.41e-08,11.09955123
"6811","FBgn0028394",5.681252527,5.442760291,25.26551385,7.45e-09,1.41e-08,11.14574499
"6812","FBgn0035109",3.358782536,3.360334266,25.26641819,7.45e-09,1.41e-08,11.26831413
"6813","FBgn0031926",4.946716095,5.501566819,25.2630732,7.46e-09,1.41e-08,11.19227237
"6814","FBgn0030999",6.115905803,5.475292365,25.26119208,7.46e-09,1.41e-08,11.11392473
"6815","FBgn0031294",6.059329742,6.427395327,25.2547798,7.48e-09,1.41e-08,11.11572149
"6816","FBgn0052121",4.277210061,4.419404019,25.24976319,7.49e-09,1.41e-08,11.22212684
"6817","FBgn0033158",10.45431428,9.832001555,25.2464005,7.5e-09,1.41e-08,11.01567855
"6818","FBgn0052580",4.547141259,4.623431877,25.24615605,7.5e-09,1.41e-08,11.20720639
"6819","FBgn0033616",3.592450942,3.568328747,25.23952624,7.51e-09,1.42e-08,11.25113341
"6820","FBgn0033740",3.599604518,3.540750065,25.23481029,7.52e-09,1.42e-08,11.24920914
"6821","FBgn0030481",3.91187526,4.124722795,25.2328708,7.53e-09,1.42e-08,11.23444635
"6822","FBgn0030587",5.054119634,5.061664721,25.22412348,7.55e-09,1.42e-08,11.17335512
"6823","FBgn0033359",8.034876394,7.428214929,25.19932417,7.61e-09,1.43e-08,11.02090401
"6824","FBgn0039848",7.50472083,4.284338046,25.19904701,7.61e-09,1.43e-08,11.03863325
"6825","FBgn0051108",6.063620815,6.193689028,25.1993197,7.61e-09,1.43e-08,11.09673496
"6826","FBgn0039153",3.203813486,3.311684682,25.19408692,7.62e-09,1.43e-08,11.24955163
"6827","FBgn0028888",3.953799135,4.241016312,25.19295854,7.62e-09,1.43e-08,11.21935353
"6828","FBgn0003002",3.638062766,3.549345311,25.17987673,7.65e-09,1.44e-08,11.23025775
